miRNA_Name,k-mer_vector_1,k-mer_vector_2,k-mer_vector_3,k-mer_vector_4,k-mer_vector_5,k-mer_vector_6,k-mer_vector_7,k-mer_vector_8,k-mer_vector_9,k-mer_vector_10,k-mer_vector_11,k-mer_vector_12,k-mer_vector_13,k-mer_vector_14,k-mer_vector_15,k-mer_vector_16,k-mer_vector_17,k-mer_vector_18,k-mer_vector_19,k-mer_vector_20,k-mer_vector_21,k-mer_vector_22,k-mer_vector_23,k-mer_vector_24,k-mer_vector_25,k-mer_vector_26,k-mer_vector_27,k-mer_vector_28,k-mer_vector_29,k-mer_vector_30,k-mer_vector_31,k-mer_vector_32,k-mer_vector_33,k-mer_vector_34,k-mer_vector_35,k-mer_vector_36,k-mer_vector_37,k-mer_vector_38,k-mer_vector_39,k-mer_vector_40,k-mer_vector_41,k-mer_vector_42,k-mer_vector_43,k-mer_vector_44,k-mer_vector_45,k-mer_vector_46,k-mer_vector_47,k-mer_vector_48,k-mer_vector_49,k-mer_vector_50,k-mer_vector_51,k-mer_vector_52,k-mer_vector_53,k-mer_vector_54,k-mer_vector_55,k-mer_vector_56,k-mer_vector_57,k-mer_vector_58,k-mer_vector_59,k-mer_vector_60,k-mer_vector_61,k-mer_vector_62,k-mer_vector_63,k-mer_vector_64
820,0,0,0,0,0,0.05,0,0,0,0,0,0.05,0.05,0.05,0,0.05,0,0,0,0.1,0.05,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0.05,0,0.05,0,0,0.05,0,0,0.05,0,0,0,0,0.1,0
821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0.045454545,0,0.045454545,0,0.045454545,0.136363636,0,0,0,0,0,0,0.090909091,0.090909091,0,0,0.045454545,0.045454545,0.045454545,0,0.045454545,0,0,0,0,0,0,0,0,0,0.090909091,0,0.090909091,0.090909091,0,0,0,0,0
822,0,0,0,0,0,0,0.052631579,0,0,0.052631579,0,0,0,0,0,0,0,0.052631579,0.105263158,0,0.105263158,0.105263158,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0.052631579,0.052631579,0,0,0,0.052631579,0,0,0,0,0.052631579,0.052631579,0,0,0,0,0,0.052631579,0,0,0,0,0.052631579,0.052631579,0,0,0.052631579,0
823,0,0,0,0,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.15,0.1,0,0,0,0,0,0,0.05,0,0,0,0.05,0.15,0,0.05,0.1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,0,0,0,0,0.047619048,0,0,0,0,0.047619048,0,0,0,0.047619048,0,0.095238095,0,0,0.047619048,0.047619048,0.047619048,0.095238095,0,0.047619048,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0.095238095,0.047619048,0.047619048,0,0,0,0,0,0,0.047619048,0.047619048,0,0.047619048
825,0,0,0,0,0,0.055555556,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0.055555556,0,0.055555556,0.111111111,0,0.055555556,0,0,0,0,0,0,0.055555556,0,0,0,0.111111111,0,0,0.055555556,0,0.055555556,0.055555556,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0
826,0,0,0,0,0,0,0,0.095238095,0,0,0,0,0,0,0,0,0,0.095238095,0,0,0.047619048,0.047619048,0,0,0,0,0.095238095,0,0.047619048,0.095238095,0,0,0,0,0,0,0,0.047619048,0,0.047619048,0,0.095238095,0,0,0,0.047619048,0,0,0,0.047619048,0,0,0.047619048,0,0.095238095,0,0,0,0,0.047619048,0,0,0,0
827,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0.055555556,0,0,0,0,0,0,0.055555556,0,0.055555556,0,0,0,0,0,0,0.055555556,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0.055555556,0.055555556,0.055555556,0.166666667,0,0,0,0,0.055555556,0,0.055555556,0,0,0.055555556,0,0.055555556,0.111111111,0,0,0,0
828,0,0,0.047619048,0,0,0,0,0,0,0.047619048,0.095238095,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0.047619048,0,0,0,0,0,0,0.095238095,0,0.047619048,0,0.095238095,0,0,0.047619048,0,0.047619048,0.142857143,0.047619048,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0,0,0,0
829,0,0,0,0,0.047619048,0,0,0,0.047619048,0,0.047619048,0.047619048,0,0,0,0,0,0.047619048,0.047619048,0,0.047619048,0.047619048,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0.095238095,0,0,0.047619048,0.047619048,0,0.047619048,0.047619048,0.047619048,0.047619048,0,0,0.095238095,0,0,0,0,0,0,0,0,0,0,0.047619048,0.047619048,0,0,0,0,0
830,0,0,0.052631579,0,0,0,0,0,0,0,0.052631579,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0.052631579,0,0.052631579,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0.052631579,0,0.052631579,0,0.157894737,0.052631579,0,0,0,0,0.052631579,0,0,0.052631579,0,0,0.105263158,0,0,0.105263158,0
831,0.05,0.05,0,0.05,0.1,0,0,0,0,0,0,0.05,0.05,0.05,0,0,0.1,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0,0.05,0,0.05,0,0,0,0,0,0
832,0,0,0.045454545,0,0,0,0,0.045454545,0.045454545,0,0,0.045454545,0,0,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0,0,0,0.045454545,0.045454545,0,0.045454545,0,0,0,0,0.045454545,0,0,0,0,0,0.045454545,0.090909091,0,0,0.045454545,0,0,0,0,0,0.045454545,0,0.045454545,0.090909091,0,0,0.090909091,0.090909091
833,0.157894737,0.052631579,0.105263158,0,0,0.052631579,0,0,0.105263158,0,0.052631579,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0.052631579,0.157894737,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0.052631579,0,0
834,0,0,0.047619048,0.047619048,0.047619048,0,0,0,0,0.095238095,0.047619048,0,0,0.047619048,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0.047619048,0.047619048,0,0,0.047619048,0,0,0,0,0.095238095,0.047619048,0,0.047619048,0,0,0,0,0,0,0.047619048,0.047619048,0,0,0,0,0.047619048,0,0,0.047619048,0,0.047619048,0,0,0
835,0,0,0.05,0,0,0.05,0.05,0,0.1,0,0.05,0,0,0,0,0,0,0,0.05,0,0.05,0.05,0,0,0,0,0,0.05,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0.1,0,0.1,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0.157894737,0,0,0.105263158,0.052631579,0.052631579,0,0,0,0.052631579,0,0,0,0,0,0.105263158,0.052631579,0,0,0.052631579,0.052631579,0,0,0.052631579,0,0,0,0,0,0,0,0.052631579,0.052631579,0,0,0,0,0,0,0.052631579,0,0
837,0,0.1,0,0,0,0.1,0,0.05,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0.05,0,0,0.1,0,0,0,0,0.05,0.05,0.05,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0.05,0,0,0,0,0.05,0,0.05,0,0,0.05,0
838,0,0.05,0,0,0.05,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0,0.1,0,0,0,0,0,0,0,0.05,0,0.05,0.1,0,0.1,0.15,0,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0.05,0,0,0,0,0,0
839,0,0.05,0,0,0,0.1,0,0.05,0,0,0,0,0,0,0,0,0,0.05,0,0,0.05,0,0,0.05,0,0,0,0,0.05,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0.05,0,0.05,0,0,0,0,0.05,0,0,0.05,0,0.05,0.05,0,0,0.05,0.05
840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0.055555556,0.111111111,0,0,0,0,0,0,0,0,0.055555556,0.055555556,0.055555556,0.166666667,0.055555556,0,0.055555556,0.055555556,0,0,0,0,0,0,0,0,0.111111111,0,0,0.111111111,0.055555556,0,0,0,0
841,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.05,0,0.05,0,0,0,0.05,0,0,0,0.05,0,0,0.1,0,0.05,0,0.15,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0
842,0,0,0.105263158,0,0,0,0,0,0.052631579,0,0.157894737,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0,0.105263158,0.052631579,0,0,0,0,0.157894737,0,0,0.052631579,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0.052631579,0,0.052631579,0,0,0,0,0
843,0,0,0,0,0.05,0,0,0.05,0,0.15,0,0,0,0,0,0,0,0.05,0.15,0,0.1,0.1,0,0.05,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0
844,0,0,0,0,0,0.047619048,0,0,0,0.047619048,0,0,0,0,0.095238095,0,0,0.047619048,0,0.095238095,0.047619048,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0.047619048,0,0.095238095,0,0,0,0,0,0,0.047619048,0,0.047619048,0,0.047619048,0,0,0,0,0,0,0,0.047619048,0.047619048,0.047619048,0.047619048,0.047619048,0,0,0.047619048,0
845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0.047619048,0,0,0.047619048,0.047619048,0.047619048,0,0,0,0.047619048,0,0,0,0,0.047619048,0,0.142857143,0.095238095,0,0.047619048,0,0.047619048,0,0,0,0,0,0.047619048,0,0.095238095,0,0,0.095238095,0,0,0,0.047619048,0
846,0,0,0,0,0,0.05,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.05,0.1,0,0,0.05,0.1,0,0,0,0,0.05,0,0,0.05,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0.1,0.1,0,0.05,0,0,0.05,0,0
847,0,0,0,0,0,0.047619048,0.047619048,0,0,0,0.047619048,0.047619048,0,0,0,0,0,0.047619048,0.095238095,0,0.142857143,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0.047619048,0.047619048,0,0.047619048,0.047619048,0.047619048,0,0,0.047619048,0,0,0.047619048,0.047619048,0,0,0,0,0,0.047619048,0,0,0,0
848,0.047619048,0.047619048,0.047619048,0,0.047619048,0,0,0,0.047619048,0,0,0.047619048,0,0.047619048,0,0.047619048,0.047619048,0,0.047619048,0.047619048,0,0,0,0.047619048,0,0,0,0,0,0,0,0.047619048,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0.047619048,0,0,0,0.047619048,0.047619048,0,0,0,0,0,0.047619048,0,0.047619048,0.047619048,0
849,0,0.052631579,0,0,0,0,0,0.052631579,0,0,0.052631579,0.052631579,0,0,0,0,0,0,0.052631579,0,0,0,0,0.052631579,0,0,0,0,0,0.052631579,0,0.052631579,0.052631579,0,0.052631579,0,0.052631579,0,0,0,0.052631579,0,0,0,0,0.052631579,0.052631579,0,0,0,0,0,0,0.052631579,0,0.052631579,0.052631579,0,0,0.052631579,0,0,0.052631579,0
850,0,0,0,0,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.05,0.1,0,0,0,0,0,0.1,0,0,0.05,0.05,0,0,0.1,0,0,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0
851,0.052631579,0.052631579,0,0,0.052631579,0,0,0.052631579,0,0,0.052631579,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0.105263158,0,0.052631579,0,0.052631579,0,0,0,0,0,0.052631579,0,0,0.052631579,0,0,0.052631579,0.052631579,0,0,0,0,0,0,0,0,0.052631579,0,0.052631579,0.052631579,0,0,0.052631579,0
852,0.05,0,0.05,0.05,0.05,0,0,0,0,0,0,0.05,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.05,0,0.05,0.05,0.05,0.05,0,0,0.05,0,0,0,0,0,0.1,0,0.05,0.05,0,0.05
853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0.052631579,0.105263158,0,0.157894737,0,0,0,0,0,0.210526316,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210526316,0,0.105263158,0,0,0,0,0,0.052631579,0,0
854,0,0,0,0,0,0,0,0,0.111111111,0,0.111111111,0,0,0,0.055555556,0,0,0,0.055555556,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0.111111111,0.055555556,0.055555556,0,0.055555556,0,0.055555556,0.055555556,0.055555556,0,0.055555556,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0
855,0,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.05,0.05,0,0.05,0,0.05,0.05,0.1,0.05,0.05,0,0.1,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0
856,0,0,0,0,0.05,0.05,0,0.05,0,0,0,0,0,0,0,0.05,0,0.05,0,0.05,0.05,0.05,0,0.1,0,0,0,0,0.05,0.05,0.05,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.05,0,0.05,0,0.05,0,0,0.05,0,0,0
857,0,0.05,0,0,0,0,0.05,0,0,0,0.05,0,0,0.05,0,0,0,0,0,0.05,0.05,0.05,0.05,0,0.05,0.05,0.05,0,0,0,0,0,0.05,0,0.05,0,0,0.05,0.05,0,0,0.05,0.05,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0
858,0,0,0,0,0,0,0,0.052631579,0.052631579,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0.052631579,0,0,0,0,0,0.052631579,0.052631579,0.052631579,0,0.052631579,0.052631579,0,0,0.052631579,0,0,0.052631579,0,0.052631579,0,0,0,0,0.052631579,0,0,0.052631579,0,0,0,0,0,0,0,0.052631579,0.052631579,0.052631579,0,0.052631579,0
859,0.157894737,0,0.052631579,0,0,0,0,0.052631579,0,0.052631579,0,0.052631579,0,0,0,0,0.052631579,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0.052631579,0.052631579,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0.105263158,0,0,0,0.052631579,0,0,0.157894737,0,0,0,0,0,0,0.052631579,0,0,0,0
860,0,0.052631579,0,0.052631579,0.052631579,0.052631579,0,0,0,0,0,0,0.052631579,0.052631579,0,0.052631579,0.052631579,0,0,0.052631579,0.052631579,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0.052631579,0,0,0.052631579,0,0,0.052631579,0,0,0,0,0.052631579,0.052631579,0,0.052631579,0
861,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0.1,0,0,0,0,0,0,0,0.05,0,0,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0.05,0.1,0.1,0,0,0,0,0.05,0.05,0,0.05,0,0,0,0,0.1,0.05,0,0,0,0
862,0,0.1,0,0,0,0.05,0.05,0.05,0,0.05,0,0,0,0,0,0,0.05,0.05,0,0,0.05,0,0,0.05,0.05,0,0,0,0,0,0.1,0,0.05,0,0.05,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.05,0,0,0,0,0,0
863,0,0.05,0,0,0,0.05,0,0.05,0,0,0,0.05,0,0,0,0.05,0.05,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0.05,0.05,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0,0,0.05,0,0,0,0.1,0.05,0,0,0.05,0,0.05,0
864,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0.052631579,0,0,0,0.052631579,0,0,0.105263158,0.052631579,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0.052631579,0.052631579,0.052631579,0,0,0,0.052631579,0,0,0.052631579,0,0.052631579,0,0.052631579,0,0.105263158,0,0.052631579,0,0.052631579
865,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.05,0,0,0,0,0,0.05,0.1,0.05,0,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05,0.05,0,0,0,0,0,0.05,0,0,0.05,0,0.05,0,0,0.1,0,0,0.05,0,0.05
866,0.1,0.05,0.1,0,0,0.05,0,0,0.05,0.05,0,0.05,0.1,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0.05,0,0,0,0.05,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0.1,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
867,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0.047619048,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0.047619048,0.047619048,0,0,0,0,0,0,0,0.047619048,0,0,0,0.047619048,0.047619048,0,0,0.047619048,0,0,0.047619048,0.095238095,0,0,0,0.095238095,0.047619048,0,0.047619048,0.047619048,0.047619048,0,0.047619048,0.047619048
868,0,0,0.055555556,0,0,0,0,0,0,0.111111111,0,0.055555556,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0.055555556,0,0.055555556,0,0.055555556,0,0,0.055555556,0.111111111,0,0.111111111,0,0.055555556,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0.055555556,0,0,0,0
869,0,0.043478261,0,0,0.043478261,0.043478261,0,0,0.043478261,0,0.086956522,0.043478261,0,0,0,0.043478261,0,0,0.086956522,0,0.043478261,0,0,0,0,0,0,0,0.043478261,0,0,0,0.043478261,0.043478261,0.043478261,0.043478261,0,0,0,0,0.086956522,0,0.043478261,0,0,0,0.043478261,0,0,0,0.043478261,0,0,0,0,0,0.043478261,0,0,0,0,0.043478261,0,0
870,0,0,0,0.047619048,0,0,0.047619048,0.047619048,0.095238095,0.047619048,0.047619048,0,0.047619048,0,0,0,0,0,0.095238095,0,0,0,0,0,0,0,0,0.047619048,0.047619048,0,0,0,0.047619048,0.047619048,0.047619048,0,0.095238095,0,0,0,0.047619048,0,0,0,0,0.047619048,0,0,0,0.047619048,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0
871,0,0,0,0,0,0,0,0,0.055555556,0,0,0.055555556,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0.055555556,0.055555556,0,0,0,0,0,0,0,0,0,0.111111111,0.055555556,0,0,0,0,0,0,0,0,0.111111111,0.055555556,0.055555556,0,0.111111111,0,0,0.111111111,0
872,0,0,0,0.047619048,0,0,0,0,0,0,0.047619048,0,0,0.047619048,0.047619048,0,0.047619048,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0.047619048,0.047619048,0,0,0.047619048,0.047619048,0,0.047619048,0.095238095,0,0,0,0.095238095,0,0,0,0,0,0,0.047619048,0,0,0.095238095,0.047619048,0,0,0,0.095238095,0
873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0.05,0,0.15,0.05,0,0,0.05,0.05,0,0.05,0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,0,0.1,0.05
874,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0.05,0.05,0.05,0,0,0.05,0,0,0,0.05,0.05,0,0,0,0,0.05,0.05,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0.05,0,0.05,0,0,0,0.05,0,0.1,0,0,0.1,0
875,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0.05,0.05,0.05,0,0,0.05,0.05,0,0.1,0,0,0,0,0,0,0.05,0.05,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0.05,0,0.1,0.05,0,0,0.05,0,0,0,0,0.05,0
876,0.047619048,0,0.047619048,0,0,0,0,0,0,0,0.047619048,0.047619048,0,0,0,0,0.047619048,0,0.047619048,0,0,0,0,0,0,0,0,0.047619048,0,0,0.047619048,0,0,0,0,0,0.047619048,0,0,0.047619048,0,0,0,0.047619048,0.047619048,0,0.095238095,0.047619048,0,0,0.047619048,0,0,0,0.047619048,0,0,0.095238095,0,0.047619048,0,0.047619048,0,0
877,0,0,0,0,0,0.05,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0.05,0,0.05,0,0.05,0,0,0,0.1,0,0,0,0.05,0.05,0,0.05,0,0.05,0,0.05,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0.05,0,0.05,0,0.05,0,0,0,0
878,0,0,0,0,0.05,0,0,0.15,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.05,0.05,0,0,0,0,0,0.05,0,0,0,0,0.05,0,0,0,0.1,0,0,0,0,0,0.05,0,0,0.1,0.05,0,0,0,0
879,0,0,0,0,0,0.095238095,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0.047619048,0,0.047619048,0,0.142857143,0,0,0.142857143,0,0,0.047619048,0,0,0.047619048,0,0,0,0,0,0,0,0.095238095,0,0,0,0,0,0,0,0.047619048,0,0.095238095,0,0,0,0.047619048,0,0,0,0,0,0,0.047619048,0.047619048,0,0
880,0.05,0.05,0.05,0,0,0.05,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0.05,0,0.05,0.1,0,0.05,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0.05,0,0,0,0,0,0.05,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0.05,0.05,0,0,0.05,0,0,0
881,0,0,0,0,0,0,0,0,0,0.045454545,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0.090909091,0,0,0,0.090909091,0,0,0,0,0.090909091,0.045454545,0.045454545,0.227272727,0.045454545,0,0,0.045454545,0,0,0,0,0,0,0,0,0.045454545,0.045454545,0,0.090909091,0,0,0,0,0
882,0.052631579,0,0,0.157894737,0,0,0,0,0,0,0,0,0.052631579,0,0.052631579,0.052631579,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0.052631579,0.052631579,0,0,0,0.052631579,0,0,0.052631579,0.052631579,0,0,0.105263158,0,0,0.052631579,0
883,0,0,0,0,0.047619048,0,0,0.047619048,0,0.047619048,0,0,0,0,0,0.047619048,0,0.095238095,0,0.047619048,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0.095238095,0,0,0.047619048,0,0.047619048,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0.047619048,0.047619048,0,0,0,0.095238095,0.19047619
884,0,0,0.05,0,0,0,0,0,0,0,0.05,0.1,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.05,0.15,0,0,0.1,0.05,0,0.05,0.05,0,0,0,0,0.05,0,0,0.1,0,0,0.1,0
885,0,0.05,0,0,0,0.05,0,0,0.05,0,0,0,0,0.1,0,0,0,0,0,0,0,0.05,0.1,0,0.05,0,0,0.05,0,0,0,0.05,0,0,0,0.1,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0.05,0,0,0.05,0,0.05,0,0,0,0.05,0,0,0.05,0
886,0,0.05,0,0,0,0.15,0,0,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0.1,0.05,0.05,0,0,0.05,0,0,0,0.05,0.05,0.05,0,0,0,0,0.05,0,0,0,0,0,0.05,0,0,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0,0,0,0.05,0
887,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0.052631579,0,0.052631579,0,0,0.105263158,0.210526316,0.052631579,0,0,0.210526316,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0.105263158,0,0,0,0
888,0,0.05,0,0,0.15,0.05,0,0,0,0,0.05,0,0,0,0,0,0.05,0.05,0.05,0,0,0.05,0.05,0,0,0,0.05,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0.05,0.05,0.1,0.05,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,0,0,0,0,0.05,0,0,0,0,0,0,0.1,0,0.05,0.05,0,0,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.05,0,0,0,0.1,0,0,0,0,0,0,0.05,0.05,0,0,0,0.05,0.05,0,0,0,0.05,0.1,0,0,0.05,0,0,0
890,0,0,0,0,0,0,0.052631579,0.052631579,0,0,0,0,0,0,0,0.105263158,0,0,0,0.052631579,0,0,0,0,0,0.052631579,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0.052631579,0,0,0,0,0.052631579,0.052631579,0,0,0,0,0.105263158,0,0.052631579,0,0,0,0,0,0,0.052631579,0,0.105263158,0,0.052631579,0.105263158
891,0,0,0.052631579,0,0,0.052631579,0,0,0.052631579,0.052631579,0.052631579,0,0,0,0.052631579,0,0.052631579,0,0.052631579,0,0.052631579,0.052631579,0,0.052631579,0,0,0,0,0,0,0,0,0,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0.052631579,0,0,0,0,0,0
892,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0,0.05,0,0,0.05,0.05,0,0,0.1,0,0,0.05,0.1,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,0,0,0,0.05,0.05
